#,Title,Difficulty,Acceptance rate,LeetCode Link
1417,Reformat The String,EASY,56.23%,https://leetcode.com/problems/reformat-the-string
1418,Display Table of Food Orders in a Restaurant,MEDIUM,69.13%,https://leetcode.com/problems/display-table-of-food-orders-in-a-restaurant
1419,Minimum Number of Frogs Croaking,MEDIUM,47.66%,https://leetcode.com/problems/minimum-number-of-frogs-croaking
1420,Build Array Where You Can Find The Maximum Exactly K Comparisons,HARD,64.1%,https://leetcode.com/problems/build-array-where-you-can-find-the-maximum-exactly-k-comparisons
1421,NPV Queries,MEDIUM,82.29%,https://leetcode.com/problems/npv-queries
1422,Maximum Score After Splitting a String,EASY,57.2%,https://leetcode.com/problems/maximum-score-after-splitting-a-string
1423,Maximum Points You Can Obtain from Cards,MEDIUM,46.83%,https://leetcode.com/problems/maximum-points-you-can-obtain-from-cards
1424,Diagonal Traverse II,MEDIUM,46.2%,https://leetcode.com/problems/diagonal-traverse-ii
1425,Constrained Subsequence Sum,HARD,44.98%,https://leetcode.com/problems/constrained-subsequence-sum
1426,Counting Elements,EASY,59.09%,https://leetcode.com/problems/counting-elements
1427,Perform String Shifts,EASY,53.54%,https://leetcode.com/problems/perform-string-shifts
1428,Leftmost Column with at Least a One,MEDIUM,49.35%,https://leetcode.com/problems/leftmost-column-with-at-least-a-one
1429,First Unique Number,MEDIUM,49.79%,https://leetcode.com/problems/first-unique-number
1430,Check If a String Is a Valid Sequence from Root to Leaves Path in a Binary Tree,MEDIUM,45.18%,https://leetcode.com/problems/check-if-a-string-is-a-valid-sequence-from-root-to-leaves-path-in-a-binary-tree
1431,Kids With the Greatest Number of Candies,EASY,88.19%,https://leetcode.com/problems/kids-with-the-greatest-number-of-candies
1432,Max Difference You Can Get From Changing an Integer,MEDIUM,42.84%,https://leetcode.com/problems/max-difference-you-can-get-from-changing-an-integer
1433,Check If a String Can Break Another String,MEDIUM,67.34%,https://leetcode.com/problems/check-if-a-string-can-break-another-string
1434,Number of Ways to Wear Different Hats to Each Other,HARD,39.55%,https://leetcode.com/problems/number-of-ways-to-wear-different-hats-to-each-other
1435,Create a Session Bar Chart,EASY,77.77%,https://leetcode.com/problems/create-a-session-bar-chart
1436,Destination City,EASY,77.3%,https://leetcode.com/problems/destination-city
1437,Check If All 1's Are at Least Length K Places Away,EASY,62.07%,https://leetcode.com/problems/check-if-all-1s-are-at-least-length-k-places-away
1438,Longest Continuous Subarray With Absolute Diff Less Than or Equal to Limit,MEDIUM,44.4%,https://leetcode.com/problems/longest-continuous-subarray-with-absolute-diff-less-than-or-equal-to-limit
1439,Find the Kth Smallest Sum of a Matrix With Sorted Rows,HARD,60.13%,https://leetcode.com/problems/find-the-kth-smallest-sum-of-a-matrix-with-sorted-rows
1440,Evaluate Boolean Expression,MEDIUM,75.05%,https://leetcode.com/problems/evaluate-boolean-expression
1441,Build an Array With Stack Operations,EASY,70.34%,https://leetcode.com/problems/build-an-array-with-stack-operations
1442,Count Triplets That Can Form Two Arrays of Equal XOR,MEDIUM,71.71%,https://leetcode.com/problems/count-triplets-that-can-form-two-arrays-of-equal-xor
1443,Minimum Time to Collect All Apples in a Tree,MEDIUM,54.54%,https://leetcode.com/problems/minimum-time-to-collect-all-apples-in-a-tree
1444,Number of Ways of Cutting a Pizza,HARD,53.92%,https://leetcode.com/problems/number-of-ways-of-cutting-a-pizza
1445,Apples & Oranges,MEDIUM,90.88%,https://leetcode.com/problems/apples-oranges
1446,Consecutive Characters,EASY,61.28%,https://leetcode.com/problems/consecutive-characters
1447,Simplified Fractions,MEDIUM,62.24%,https://leetcode.com/problems/simplified-fractions
1448,Count Good Nodes in Binary Tree,MEDIUM,71.15%,https://leetcode.com/problems/count-good-nodes-in-binary-tree
1449,Form Largest Integer With Digits That Add up to Target,HARD,44.28%,https://leetcode.com/problems/form-largest-integer-with-digits-that-add-up-to-target
1450,Number of Students Doing Homework at a Given Time,EASY,77.07%,https://leetcode.com/problems/number-of-students-doing-homework-at-a-given-time
1451,Rearrange Words in a Sentence,MEDIUM,59.78%,https://leetcode.com/problems/rearrange-words-in-a-sentence
1452,People Whose List of Favorite Companies Is Not a Subset of Another List,MEDIUM,55.11%,https://leetcode.com/problems/people-whose-list-of-favorite-companies-is-not-a-subset-of-another-list
1453,Maximum Number of Darts Inside of a Circular Dartboard,HARD,35.51%,https://leetcode.com/problems/maximum-number-of-darts-inside-of-a-circular-dartboard
1454,Active Users,MEDIUM,38.81%,https://leetcode.com/problems/active-users
1455,Check If a Word Occurs As a Prefix of Any Word in a Sentence,EASY,65.4%,https://leetcode.com/problems/check-if-a-word-occurs-as-a-prefix-of-any-word-in-a-sentence
1456,Maximum Number of Vowels in a Substring of Given Length,MEDIUM,54.86%,https://leetcode.com/problems/maximum-number-of-vowels-in-a-substring-of-given-length
1457,Pseudo-Palindromic Paths in a Binary Tree,MEDIUM,70.21%,https://leetcode.com/problems/pseudo-palindromic-paths-in-a-binary-tree
1458,Max Dot Product of Two Subsequences,HARD,43.34%,https://leetcode.com/problems/max-dot-product-of-two-subsequences
1459,Rectangles Area,MEDIUM,65.36%,https://leetcode.com/problems/rectangles-area
1460,Make Two Arrays Equal by Reversing Sub-arrays,EASY,72.13%,https://leetcode.com/problems/make-two-arrays-equal-by-reversing-sub-arrays
1461,Check If a String Contains All Binary Codes of Size K,MEDIUM,54.26%,https://leetcode.com/problems/check-if-a-string-contains-all-binary-codes-of-size-k
1462,Course Schedule IV,MEDIUM,44.75%,https://leetcode.com/problems/course-schedule-iv
1463,Cherry Pickup II,HARD,68.9%,https://leetcode.com/problems/cherry-pickup-ii
1464,Maximum Product of Two Elements in an Array,EASY,77.1%,https://leetcode.com/problems/maximum-product-of-two-elements-in-an-array
1465,Maximum Area of a Piece of Cake After Horizontal and Vertical Cuts,MEDIUM,33.58%,https://leetcode.com/problems/maximum-area-of-a-piece-of-cake-after-horizontal-and-vertical-cuts
1466,Reorder Routes to Make All Paths Lead to the City Zero,MEDIUM,61.98%,https://leetcode.com/problems/reorder-routes-to-make-all-paths-lead-to-the-city-zero
1467,Probability of a Two Boxes Having The Same Number of Distinct Balls,HARD,60.9%,https://leetcode.com/problems/probability-of-a-two-boxes-having-the-same-number-of-distinct-balls
1468,Calculate Salaries,MEDIUM,82.18%,https://leetcode.com/problems/calculate-salaries
1469,Find All The Lonely Nodes,EASY,80.39%,https://leetcode.com/problems/find-all-the-lonely-nodes
1470,Shuffle the Array,EASY,88.18%,https://leetcode.com/problems/shuffle-the-array
1471,The k Strongest Values in an Array,MEDIUM,58.55%,https://leetcode.com/problems/the-k-strongest-values-in-an-array
1472,Design Browser History,MEDIUM,71.79%,https://leetcode.com/problems/design-browser-history
1473,Paint House III,HARD,48.55%,https://leetcode.com/problems/paint-house-iii
1474,Delete N Nodes After M Nodes of a Linked List,EASY,73.98%,https://leetcode.com/problems/delete-n-nodes-after-m-nodes-of-a-linked-list
1475,Final Prices With a Special Discount in a Shop,EASY,75.02%,https://leetcode.com/problems/final-prices-with-a-special-discount-in-a-shop
1476,Subrectangle Queries,MEDIUM,88.03%,https://leetcode.com/problems/subrectangle-queries
1477,Find Two Non-overlapping Sub-arrays Each With Target Sum,MEDIUM,34.86%,https://leetcode.com/problems/find-two-non-overlapping-sub-arrays-each-with-target-sum
1478,Allocate Mailboxes,HARD,53.88%,https://leetcode.com/problems/allocate-mailboxes
1479,Sales by Day of the Week,HARD,83.14%,https://leetcode.com/problems/sales-by-day-of-the-week
1480,Running Sum of 1d Array,EASY,88.7%,https://leetcode.com/problems/running-sum-of-1d-array
1481,Least Number of Unique Integers after K Removals,MEDIUM,55.87%,https://leetcode.com/problems/least-number-of-unique-integers-after-k-removals
1482,Minimum Number of Days to Make m Bouquets,MEDIUM,50.59%,https://leetcode.com/problems/minimum-number-of-days-to-make-m-bouquets
1483,Kth Ancestor of a Tree Node,HARD,31.12%,https://leetcode.com/problems/kth-ancestor-of-a-tree-node
1484,Group Sold Products By The Date,EASY,85.37%,https://leetcode.com/problems/group-sold-products-by-the-date
1485,Clone Binary Tree With Random Pointer,MEDIUM,79.38%,https://leetcode.com/problems/clone-binary-tree-with-random-pointer
1486,XOR Operation in an Array,EASY,84.03%,https://leetcode.com/problems/xor-operation-in-an-array
1487,Making File Names Unique,MEDIUM,30.94%,https://leetcode.com/problems/making-file-names-unique
1488,Avoid Flood in The City,MEDIUM,24.62%,https://leetcode.com/problems/avoid-flood-in-the-city
1489,Find Critical and Pseudo-Critical Edges in Minimum Spanning Tree,HARD,51.47%,https://leetcode.com/problems/find-critical-and-pseudo-critical-edges-in-minimum-spanning-tree
1490,Clone N-ary Tree,MEDIUM,83.39%,https://leetcode.com/problems/clone-n-ary-tree
1491,Average Salary Excluding the Minimum and Maximum Salary,EASY,68.42%,https://leetcode.com/problems/average-salary-excluding-the-minimum-and-maximum-salary
1492,The kth Factor of n,MEDIUM,63.12%,https://leetcode.com/problems/the-kth-factor-of-n
1493,Longest Subarray of 1's After Deleting One Element,MEDIUM,57.66%,https://leetcode.com/problems/longest-subarray-of-1s-after-deleting-one-element
1494,Parallel Courses II,HARD,31.08%,https://leetcode.com/problems/parallel-courses-ii
1495,Friendly Movies Streamed Last Month,EASY,51.25%,https://leetcode.com/problems/friendly-movies-streamed-last-month
1496,Path Crossing,EASY,55.35%,https://leetcode.com/problems/path-crossing
1497,Check If Array Pairs Are Divisible by k,MEDIUM,40.32%,https://leetcode.com/problems/check-if-array-pairs-are-divisible-by-k
1498,Number of Subsequences That Satisfy the Given Sum Condition,MEDIUM,38.78%,https://leetcode.com/problems/number-of-subsequences-that-satisfy-the-given-sum-condition
1499,Max Value of Equation,HARD,44.99%,https://leetcode.com/problems/max-value-of-equation
1500,Design a File Sharing System,MEDIUM,46.58%,https://leetcode.com/problems/design-a-file-sharing-system
1501,Countries You Can Safely Invest In,MEDIUM,60.47%,https://leetcode.com/problems/countries-you-can-safely-invest-in
1502,Can Make Arithmetic Progression From Sequence,EASY,71.02%,https://leetcode.com/problems/can-make-arithmetic-progression-from-sequence
1503,Last Moment Before All Ants Fall Out of a Plank,MEDIUM,53.23%,https://leetcode.com/problems/last-moment-before-all-ants-fall-out-of-a-plank
1504,Count Submatrices With All Ones,MEDIUM,60.75%,https://leetcode.com/problems/count-submatrices-with-all-ones
1505,Minimum Possible Integer After at Most K Adjacent Swaps On Digits,HARD,36.47%,https://leetcode.com/problems/minimum-possible-integer-after-at-most-k-adjacent-swaps-on-digits
1506,Find Root of N-Ary Tree,MEDIUM,80.17%,https://leetcode.com/problems/find-root-of-n-ary-tree
1507,Reformat Date,EASY,60.1%,https://leetcode.com/problems/reformat-date
1508,Range Sum of Sorted Subarray Sums,MEDIUM,60.49%,https://leetcode.com/problems/range-sum-of-sorted-subarray-sums
1509,Minimum Difference Between Largest and Smallest Value in Three Moves,MEDIUM,52.52%,https://leetcode.com/problems/minimum-difference-between-largest-and-smallest-value-in-three-moves
1510,Stone Game IV,HARD,58.92%,https://leetcode.com/problems/stone-game-iv
1511,Customer Order Frequency,EASY,73.97%,https://leetcode.com/problems/customer-order-frequency
1512,Number of Good Pairs,EASY,87.68%,https://leetcode.com/problems/number-of-good-pairs
1513,Number of Substrings With Only 1s,MEDIUM,42.01%,https://leetcode.com/problems/number-of-substrings-with-only-1s
1514,Path with Maximum Probability,MEDIUM,40.79%,https://leetcode.com/problems/path-with-maximum-probability
1515,Best Position for a Service Centre,HARD,38.2%,https://leetcode.com/problems/best-position-for-a-service-centre
1516,Move Sub-Tree of N-Ary Tree,HARD,64.07%,https://leetcode.com/problems/move-sub-tree-of-n-ary-tree
1517,Find Users With Valid E-Mails,EASY,71.26%,https://leetcode.com/problems/find-users-with-valid-e-mails
1518,Water Bottles,EASY,60.61%,https://leetcode.com/problems/water-bottles
1519,Number of Nodes in the Sub-Tree With the Same Label,MEDIUM,37.18%,https://leetcode.com/problems/number-of-nodes-in-the-sub-tree-with-the-same-label
1520,Maximum Number of Non-Overlapping Substrings,HARD,36.4%,https://leetcode.com/problems/maximum-number-of-non-overlapping-substrings
1521,Find a Value of a Mysterious Function Closest to Target,HARD,44.26%,https://leetcode.com/problems/find-a-value-of-a-mysterious-function-closest-to-target
1522,Diameter of N-Ary Tree,MEDIUM,69.41%,https://leetcode.com/problems/diameter-of-n-ary-tree
1523,Count Odd Numbers in an Interval Range,EASY,54.32%,https://leetcode.com/problems/count-odd-numbers-in-an-interval-range
1524,Number of Sub-arrays With Odd Sum,MEDIUM,40.15%,https://leetcode.com/problems/number-of-sub-arrays-with-odd-sum
1525,Number of Good Ways to Split a String,MEDIUM,66.74%,https://leetcode.com/problems/number-of-good-ways-to-split-a-string
1526,Minimum Number of Increments on Subarrays to Form a Target Array,HARD,59.99%,https://leetcode.com/problems/minimum-number-of-increments-on-subarrays-to-form-a-target-array
1527,Patients With a Condition,EASY,63.73%,https://leetcode.com/problems/patients-with-a-condition
1528,Shuffle String,EASY,85.64%,https://leetcode.com/problems/shuffle-string
1529,Bulb Switcher IV,MEDIUM,70.76%,https://leetcode.com/problems/bulb-switcher-iv
1530,Number of Good Leaf Nodes Pairs,MEDIUM,56.45%,https://leetcode.com/problems/number-of-good-leaf-nodes-pairs
1531,String Compression II,HARD,34.06%,https://leetcode.com/problems/string-compression-ii
1532,The Most Recent Three Orders,MEDIUM,72.82%,https://leetcode.com/problems/the-most-recent-three-orders
1533,Find the Index of the Large Integer,MEDIUM,54.67%,https://leetcode.com/problems/find-the-index-of-the-large-integer
1534,Count Good Triplets,EASY,80.34%,https://leetcode.com/problems/count-good-triplets
1535,Find the Winner of an Array Game,MEDIUM,47.61%,https://leetcode.com/problems/find-the-winner-of-an-array-game
1536,Minimum Swaps to Arrange a Binary Grid,MEDIUM,43.66%,https://leetcode.com/problems/minimum-swaps-to-arrange-a-binary-grid
1537,Get the Maximum Score,HARD,36.57%,https://leetcode.com/problems/get-the-maximum-score
1538,Guess the Majority in a Hidden Array,MEDIUM,61.28%,https://leetcode.com/problems/guess-the-majority-in-a-hidden-array
1539,Kth Missing Positive Number,EASY,54.87%,https://leetcode.com/problems/kth-missing-positive-number
1540,Can Convert String in K Moves,MEDIUM,31.1%,https://leetcode.com/problems/can-convert-string-in-k-moves
1541,Minimum Insertions to Balance a Parentheses String,MEDIUM,43.09%,https://leetcode.com/problems/minimum-insertions-to-balance-a-parentheses-string
1542,Find Longest Awesome Substring,HARD,36.65%,https://leetcode.com/problems/find-longest-awesome-substring
1543,Fix Product Name Format,EASY,67.28%,https://leetcode.com/problems/fix-product-name-format
1544,Make The String Great,EASY,55.48%,https://leetcode.com/problems/make-the-string-great
1545,Find Kth Bit in Nth Binary String,MEDIUM,57.57%,https://leetcode.com/problems/find-kth-bit-in-nth-binary-string
1546,Maximum Number of Non-Overlapping Subarrays With Sum Equals Target,MEDIUM,43.86%,https://leetcode.com/problems/maximum-number-of-non-overlapping-subarrays-with-sum-equals-target
1547,Minimum Cost to Cut a Stick,HARD,52.93%,https://leetcode.com/problems/minimum-cost-to-cut-a-stick
1548,The Most Similar Path in a Graph,HARD,54.29%,https://leetcode.com/problems/the-most-similar-path-in-a-graph
1549,The Most Recent Orders for Each Product,MEDIUM,67.0%,https://leetcode.com/problems/the-most-recent-orders-for-each-product
1550,Three Consecutive Odds,EASY,64.5%,https://leetcode.com/problems/three-consecutive-odds
1551,Minimum Operations to Make Array Equal,MEDIUM,77.87%,https://leetcode.com/problems/minimum-operations-to-make-array-equal
1552,Magnetic Force Between Two Balls,MEDIUM,49.24%,https://leetcode.com/problems/magnetic-force-between-two-balls
1553,Minimum Number of Days to Eat N Oranges,HARD,29.86%,https://leetcode.com/problems/minimum-number-of-days-to-eat-n-oranges
1554,Strings Differ by One Character,MEDIUM,63.86%,https://leetcode.com/problems/strings-differ-by-one-character
1555,Bank Account Summary,MEDIUM,52.99%,https://leetcode.com/problems/bank-account-summary
1556,Thousand Separator,EASY,57.28%,https://leetcode.com/problems/thousand-separator
1557,Minimum Number of Vertices to Reach All Nodes,MEDIUM,75.68%,https://leetcode.com/problems/minimum-number-of-vertices-to-reach-all-nodes
1558,Minimum Numbers of Function Calls to Make Target Array,MEDIUM,63.47%,https://leetcode.com/problems/minimum-numbers-of-function-calls-to-make-target-array
1559,Detect Cycles in 2D Grid,HARD,44.55%,https://leetcode.com/problems/detect-cycles-in-2d-grid
1560,Most Visited Sector in  a Circular Track,EASY,56.88%,https://leetcode.com/problems/most-visited-sector-in-a-circular-track
1561,Maximum Number of Coins You Can Get,MEDIUM,77.27%,https://leetcode.com/problems/maximum-number-of-coins-you-can-get
1562,Find Latest Group of Size M,MEDIUM,39.68%,https://leetcode.com/problems/find-latest-group-of-size-m
1563,Stone Game V,HARD,39.98%,https://leetcode.com/problems/stone-game-v
1564,Put Boxes Into the Warehouse I,MEDIUM,65.62%,https://leetcode.com/problems/put-boxes-into-the-warehouse-i
1565,Unique Orders and Customers Per Month,EASY,83.13%,https://leetcode.com/problems/unique-orders-and-customers-per-month
1566,Detect Pattern of Length M Repeated K or More Times,EASY,42.55%,https://leetcode.com/problems/detect-pattern-of-length-m-repeated-k-or-more-times
1567,Maximum Length of Subarray With Positive Product,MEDIUM,36.88%,https://leetcode.com/problems/maximum-length-of-subarray-with-positive-product
1568,Minimum Number of Days to Disconnect Island,HARD,50.15%,https://leetcode.com/problems/minimum-number-of-days-to-disconnect-island
1569,Number of Ways to Reorder Array to Get Same BST,HARD,50.09%,https://leetcode.com/problems/number-of-ways-to-reorder-array-to-get-same-bst
1570,Dot Product of Two Sparse Vectors,MEDIUM,91.27%,https://leetcode.com/problems/dot-product-of-two-sparse-vectors
1571,Warehouse Manager,EASY,89.93%,https://leetcode.com/problems/warehouse-manager
1572,Matrix Diagonal Sum,EASY,77.61%,https://leetcode.com/problems/matrix-diagonal-sum
1573,Number of Ways to Split a String,MEDIUM,31.29%,https://leetcode.com/problems/number-of-ways-to-split-a-string
1574,Shortest Subarray to be Removed to Make Array Sorted,MEDIUM,34.03%,https://leetcode.com/problems/shortest-subarray-to-be-removed-to-make-array-sorted
1575,Count All Possible Routes,HARD,57.13%,https://leetcode.com/problems/count-all-possible-routes
1576,Replace All ?'s to Avoid Consecutive Repeating Characters,EASY,49.62%,https://leetcode.com/problems/replace-all-s-to-avoid-consecutive-repeating-characters
1577,Number of Ways Where Square of Number Is Equal to Product of Two Numbers,MEDIUM,37.83%,https://leetcode.com/problems/number-of-ways-where-square-of-number-is-equal-to-product-of-two-numbers
1578,Minimum Deletion Cost to Avoid Repeating Letters,MEDIUM,60.59%,https://leetcode.com/problems/minimum-deletion-cost-to-avoid-repeating-letters
1579,Remove Max Number of Edges to Keep Graph Fully Traversable,HARD,46.28%,https://leetcode.com/problems/remove-max-number-of-edges-to-keep-graph-fully-traversable
1580,Put Boxes Into the Warehouse II,MEDIUM,62.1%,https://leetcode.com/problems/put-boxes-into-the-warehouse-ii
1581,Customer Who Visited but Did Not Make Any Transactions,EASY,89.68%,https://leetcode.com/problems/customer-who-visited-but-did-not-make-any-transactions
1582,Special Positions in a Binary Matrix,EASY,64.34%,https://leetcode.com/problems/special-positions-in-a-binary-matrix
1583,Count Unhappy Friends,MEDIUM,54.92%,https://leetcode.com/problems/count-unhappy-friends
1584,Min Cost to Connect All Points,MEDIUM,52.84%,https://leetcode.com/problems/min-cost-to-connect-all-points
1585,Check If String Is Transformable With Substring Sort Operations,HARD,48.51%,https://leetcode.com/problems/check-if-string-is-transformable-with-substring-sort-operations
1586,Binary Search Tree Iterator II,MEDIUM,67.03%,https://leetcode.com/problems/binary-search-tree-iterator-ii
1587,Bank Account Summary II,EASY,89.8%,https://leetcode.com/problems/bank-account-summary-ii
1588,Sum of All Odd Length Subarrays,EASY,81.62%,https://leetcode.com/problems/sum-of-all-odd-length-subarrays
1589,Maximum Sum Obtained of Any Permutation,MEDIUM,34.91%,https://leetcode.com/problems/maximum-sum-obtained-of-any-permutation
1590,Make Sum Divisible by P,MEDIUM,27.0%,https://leetcode.com/problems/make-sum-divisible-by-p
1591,Strange Printer II,HARD,55.3%,https://leetcode.com/problems/strange-printer-ii
1592,Rearrange Spaces Between Words,EASY,43.65%,https://leetcode.com/problems/rearrange-spaces-between-words
1593,Split a String Into the Max Number of Unique Substrings,MEDIUM,49.74%,https://leetcode.com/problems/split-a-string-into-the-max-number-of-unique-substrings
1594,Maximum Non Negative Product in a Matrix,MEDIUM,32.04%,https://leetcode.com/problems/maximum-non-negative-product-in-a-matrix
1595,Minimum Cost to Connect Two Groups of Points,HARD,43.41%,https://leetcode.com/problems/minimum-cost-to-connect-two-groups-of-points
1596,The Most Frequently Ordered Products for Each Customer,MEDIUM,85.07%,https://leetcode.com/problems/the-most-frequently-ordered-products-for-each-customer
1597,Build Binary Expression Tree From Infix Expression,HARD,59.23%,https://leetcode.com/problems/build-binary-expression-tree-from-infix-expression
1598,Crawler Log Folder,EASY,63.84%,https://leetcode.com/problems/crawler-log-folder
1599,Maximum Profit of Operating a Centennial Wheel,MEDIUM,43.73%,https://leetcode.com/problems/maximum-profit-of-operating-a-centennial-wheel
1600,Throne Inheritance,MEDIUM,60.51%,https://leetcode.com/problems/throne-inheritance
1601,Maximum Number of Achievable Transfer Requests,HARD,47.8%,https://leetcode.com/problems/maximum-number-of-achievable-transfer-requests
1602,Find Nearest Right Node in Binary Tree,MEDIUM,73.52%,https://leetcode.com/problems/find-nearest-right-node-in-binary-tree
1603,Design Parking System,EASY,86.17%,https://leetcode.com/problems/design-parking-system
1604,Alert Using Same Key-Card Three or More Times in a One Hour Period,MEDIUM,42.71%,https://leetcode.com/problems/alert-using-same-key-card-three-or-more-times-in-a-one-hour-period
1605,Find Valid Matrix Given Row and Column Sums,MEDIUM,77.21%,https://leetcode.com/problems/find-valid-matrix-given-row-and-column-sums
1606,Find Servers That Handled Most Number of Requests,HARD,37.34%,https://leetcode.com/problems/find-servers-that-handled-most-number-of-requests
1607,Sellers With No Sales,EASY,55.51%,https://leetcode.com/problems/sellers-with-no-sales
1608,Special Array With X Elements Greater Than or Equal X,EASY,61.33%,https://leetcode.com/problems/special-array-with-x-elements-greater-than-or-equal-x
1609,Even Odd Tree,MEDIUM,52.43%,https://leetcode.com/problems/even-odd-tree
1610,Maximum Number of Visible Points,HARD,30.27%,https://leetcode.com/problems/maximum-number-of-visible-points
1611,Minimum One Bit Operations to Make Integers Zero,HARD,57.56%,https://leetcode.com/problems/minimum-one-bit-operations-to-make-integers-zero
1612,Check If Two Expression Trees are Equivalent,MEDIUM,69.9%,https://leetcode.com/problems/check-if-two-expression-trees-are-equivalent
1613,Find the Missing IDs,MEDIUM,74.64%,https://leetcode.com/problems/find-the-missing-ids
1614,Maximum Nesting Depth of the Parentheses,EASY,82.74%,https://leetcode.com/problems/maximum-nesting-depth-of-the-parentheses
1615,Maximal Network Rank,MEDIUM,52.57%,https://leetcode.com/problems/maximal-network-rank
1616,Split Two Strings to Make Palindrome,MEDIUM,36.11%,https://leetcode.com/problems/split-two-strings-to-make-palindrome
1617,Count Subtrees With Max Distance Between Cities,HARD,63.13%,https://leetcode.com/problems/count-subtrees-with-max-distance-between-cities
1618,Maximum Font to Fit a Sentence in a Screen,MEDIUM,56.48%,https://leetcode.com/problems/maximum-font-to-fit-a-sentence-in-a-screen
1619,Mean of Array After Removing Some Elements,EASY,64.68%,https://leetcode.com/problems/mean-of-array-after-removing-some-elements
1620,Coordinate With Maximum Network Quality,MEDIUM,37.07%,https://leetcode.com/problems/coordinate-with-maximum-network-quality
1621,Number of Sets of K Non-Overlapping Line Segments,MEDIUM,41.47%,https://leetcode.com/problems/number-of-sets-of-k-non-overlapping-line-segments
1622,Fancy Sequence,HARD,14.94%,https://leetcode.com/problems/fancy-sequence
1623,All Valid Triplets That Can Represent a Country,EASY,88.83%,https://leetcode.com/problems/all-valid-triplets-that-can-represent-a-country
1624,Largest Substring Between Two Equal Characters,EASY,58.55%,https://leetcode.com/problems/largest-substring-between-two-equal-characters
1625,Lexicographically Smallest String After Applying Operations,MEDIUM,64.19%,https://leetcode.com/problems/lexicographically-smallest-string-after-applying-operations
1626,Best Team With No Conflicts,MEDIUM,38.31%,https://leetcode.com/problems/best-team-with-no-conflicts
1627,Graph Connectivity With Threshold,HARD,39.97%,https://leetcode.com/problems/graph-connectivity-with-threshold
1628,Design an Expression Tree With Evaluate Function,MEDIUM,79.69%,https://leetcode.com/problems/design-an-expression-tree-with-evaluate-function
1629,Slowest Key,EASY,59.09%,https://leetcode.com/problems/slowest-key
1630,Arithmetic Subarrays,MEDIUM,77.63%,https://leetcode.com/problems/arithmetic-subarrays
1631,Path With Minimum Effort,MEDIUM,49.89%,https://leetcode.com/problems/path-with-minimum-effort
1632,Rank Transform of a Matrix,HARD,31.5%,https://leetcode.com/problems/rank-transform-of-a-matrix
1633,Percentage of Users Attended a Contest,EASY,71.39%,https://leetcode.com/problems/percentage-of-users-attended-a-contest
1634,Add Two Polynomials Represented as Linked Lists,MEDIUM,54.56%,https://leetcode.com/problems/add-two-polynomials-represented-as-linked-lists
1635,Hopper Company Queries I,HARD,56.19%,https://leetcode.com/problems/hopper-company-queries-i
1636,Sort Array by Increasing Frequency,EASY,66.76%,https://leetcode.com/problems/sort-array-by-increasing-frequency
1637,Widest Vertical Area Between Two Points Containing No Points,MEDIUM,83.66%,https://leetcode.com/problems/widest-vertical-area-between-two-points-containing-no-points
1638,Count Substrings That Differ by One Character,MEDIUM,69.82%,https://leetcode.com/problems/count-substrings-that-differ-by-one-character
1639,Number of Ways to Form a Target String Given a Dictionary,HARD,39.99%,https://leetcode.com/problems/number-of-ways-to-form-a-target-string-given-a-dictionary
1640,Check Array Formation Through Concatenation,EASY,59.79%,https://leetcode.com/problems/check-array-formation-through-concatenation
1641,Count Sorted Vowel Strings,MEDIUM,75.84%,https://leetcode.com/problems/count-sorted-vowel-strings
1642,Furthest Building You Can Reach,MEDIUM,50.01%,https://leetcode.com/problems/furthest-building-you-can-reach
1643,Kth Smallest Instructions,HARD,44.47%,https://leetcode.com/problems/kth-smallest-instructions
1644,Lowest Common Ancestor of a Binary Tree II,MEDIUM,56.26%,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree-ii
1645,Hopper Company Queries II,HARD,38.78%,https://leetcode.com/problems/hopper-company-queries-ii
1646,Get Maximum in Generated Array,EASY,53.23%,https://leetcode.com/problems/get-maximum-in-generated-array
1647,Minimum Deletions to Make Character Frequencies Unique,MEDIUM,54.98%,https://leetcode.com/problems/minimum-deletions-to-make-character-frequencies-unique
1648,Sell Diminishing-Valued Colored Balls,MEDIUM,30.46%,https://leetcode.com/problems/sell-diminishing-valued-colored-balls
1649,Create Sorted Array through Instructions,HARD,36.37%,https://leetcode.com/problems/create-sorted-array-through-instructions
1650,Lowest Common Ancestor of a Binary Tree III,MEDIUM,76.62%,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree-iii
1651,Hopper Company Queries III,HARD,67.0%,https://leetcode.com/problems/hopper-company-queries-iii
1652,Defuse the Bomb,EASY,61.93%,https://leetcode.com/problems/defuse-the-bomb
1653,Minimum Deletions to Make String Balanced,MEDIUM,51.43%,https://leetcode.com/problems/minimum-deletions-to-make-string-balanced
1654,Minimum Jumps to Reach Home,MEDIUM,25.31%,https://leetcode.com/problems/minimum-jumps-to-reach-home
1655,Distribute Repeating Integers,HARD,39.87%,https://leetcode.com/problems/distribute-repeating-integers
1656,Design an Ordered Stream,EASY,81.92%,https://leetcode.com/problems/design-an-ordered-stream
1657,Determine if Two Strings Are Close,MEDIUM,55.31%,https://leetcode.com/problems/determine-if-two-strings-are-close
1658,Minimum Operations to Reduce X to Zero,MEDIUM,33.33%,https://leetcode.com/problems/minimum-operations-to-reduce-x-to-zero
